"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM"
100000840,305,20693,146914,"Xenobiotics","Food Component/Plant",5229,"NAMED","ROBFUDYVXSDBQM-UHFFFAOYSA-N","O=C(C(O)C(O)=O)O","tartronate (hydroxymalonate)","tartronate (hydroxymalonate)","80-69-3","44","HMDB0035227","C02287","45","Polar"
100000841,209,20694,143843,"Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",4377,"NAMED","MUBZPKHOEPUJKR-UHFFFAOYSA-N","O=C(O)C(O)=O","oxalate (ethanedioate)","oxalate (ethanedioate)","144-62-7","946","HMDB0002329","C00209","971","Neg"
100000846,305,20699,146508,"Xenobiotics","Food Component/Plant",4917,"NAMED","UNXHWFMMPAWVPI-UHFFFAOYSA-N","OCC(O)C(CO)O","erythritol","erythritol","149-32-6","13835932","HMDB0002994","C00503","222285","Polar"
100000863,305,21134,147544,"Lipid","Fatty Acid, Dicarboxylate",1683,"NAMED","WNLRTRBMVRJNCN-UHFFFAOYSA-N","OC(CCCCC(O)=O)=O","adipate (C6-DC)","adipate","124-04-9","191","HMDB0000448","C06104","196","Polar"
100000900,400,21025,155725,"Xenobiotics","Chemical",6188,"NAMED","NBZBKCUXIYYUSX-UHFFFAOYSA-N","O=C(O)CNCC(O)=O","iminodiacetate (IDA)","iminodiacetate (IDA)","142-73-4","8557","HMDB0011753","C19911","8897","Pos Early"
100000924,209,21184,126057,"Lipid","Monoacylglycerol",2874,"NAMED","RZRNAYUHWVFMIP-KTKRTIGZSA-N","O=C(OCC(O)CO)CCCCCCC/C=C\CCCCCCCC","1-oleoylglycerol (18:1)","1-oleoylglycerol (18:1)","111-03-5","4446588","HMDB0011567",NA,"5283468","Neg"
100000936,209,44526,124713,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",428,"NAMED","QHKABHOOEWYVLI-UHFFFAOYSA-N","OC(C(C(C)C)=O)=O","3-methyl-2-oxobutyrate","3-methyl-2-oxobutyrate","3715-29-5","48","HMDB0000019","C00141","49","Neg"
100000943,209,21232,126858,"Lipid","Monoacylglycerol",2890,"NAMED","UPWGQKDVAURUGE-KTKRTIGZSA-N","O=C(OC(CO)CO)CCCCCCC/C=C\CCCCCCCC","2-oleoylglycerol (18:1)","2-oleoylglycerol (18:1)","3443-84-3","4478086","HMDB0011537",NA,"5319879","Neg"
100000961,400,22137,155792,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",500,"NAMED","QUOGESRFPZDMMT-YFKPBYRVSA-N","N[C@H](C(O)=O)CCCCNC(N)=N","homoarginine","homoarginine","156-86-5","8732","HMDB0000670","C01924","9085","Pos Early"
100000963,305,22138,147550,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",501,"NAMED","XIGSAGMEBXLVJJ-YFKPBYRVSA-N","N[C@H](C(O)=O)CCCCNC(N)=O","homocitrulline","homocitrulline","1190-49-4","58582","HMDB0000679","C02427","65072","Polar"
100000983,209,27503,127569,"Lipid","Fatty Acid, Monohydroxy",2005,"NAMED","CBWALJHXHCJYTE-UHFFFAOYSA-N","OC(CC(O)=O)CCCCCCCCCCCCC","3-hydroxypalmitate","3-hydroxypalmitate","928-17-6","266538","HMDB0010734",NA,"15569776","Neg"
100000987,209,32506,125864,"Lipid","Monoacylglycerol",2891,"NAMED","IEPGNWMPIFDNSD-HZJYTTRNSA-N","O=C(OC(CO)CO)CCCCCCC/C=C\C/C=C\CCCCC","2-linoleoylglycerol (18:2)","2-linoleoylglycerol (18:2)","3443-82-1","4517636","HMDB0011538",NA,"5365676","Neg"
100000997,209,22053,123301,"Lipid","Fatty Acid, Monohydroxy",2000,"NAMED","FYSSBMZUBSBFJL-UHFFFAOYSA-N","OC(CC(O)=O)CCCCCCC","3-hydroxydecanoate","3-hydroxydecanoate","5561-87-5","24790","HMDB0002203",NA,"26612","Neg"
100001002,209,22163,124685,"Xenobiotics","Chemical",6179,"NAMED","KCXVZYZYPLLWCC-UHFFFAOYSA-N","O=C(CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)O","EDTA","EDTA","60-00-4","5826","HMDB0015109","C00284","6049","Neg"
100001006,400,27710,155837,"Amino Acid","Glycine, Serine and Threonine Metabolism",2,"NAMED","OKJIRPAQVSHGFK-UHFFFAOYSA-N","O=C(O)C(NC(C)=O)[H]","N-acetylglycine","N-acetylglycine","543-24-8","10507","HMDB0000532",NA,"10972","Pos Early"
100001007,305,27731,147186,"Carbohydrate","Pentose Metabolism",1280,"NAMED","QXKAIJAYHKCRRA-BXXZVTAOSA-N","OC([C@H](O)[C@H](O)[C@H](O)CO)=O","ribonate","ribonate","5336-08-3","4574162","HMDB0000867","C01685","5460677","Polar"
100001022,305,27738,146524,"Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",4374,"NAMED","JPIJQSOTBSSVTP-UHFFFAOYSA-N","O=C(O)C(O)([H])C([H])(O)CO","threonate","threonate","70753-61-6","133224","HMDB0062620,HMDB0000943","C01620","151152,5460407","Polar"
100001026,305,27719,152158,"Carbohydrate","Fructose, Mannose and Galactose Metabolism",1390,"NAMED","RGHNJXZEOKUKBD-MGCNEYSASA-N","O[C@H]([C@H]([C@H]([C@@H](CO)O)O)O)C(O)=O","galactonate","galactonate","299-28-5","114198","HMDB0000565","C00880,C15930","12310779,128869","Polar"
100001033,402,27414,164190,"Lipid","Sterol",3241,"NAMED","KZJWDPNRJALLNS-XGEQACPASA-N","C[C@@]1([C@]([C@@H](CC[C@@H]([C@H](C)C)CC)C)([H])CC2)[C@@]2([H])[C@@](CC=C3[C@@]4(CC[C@H](O)C3)C)([H])[C@@]4([H])CC1","beta-sitosterol","beta-sitosterol","83-46-5","192962","HMDB0000852","C01753","222284","Pos Late"
100001034,209,27513,126866,"Amino Acid","Tryptophan Metabolism",304,"NAMED","SEOVTRFCIGRIMH-UHFFFAOYSA-N","OC(CC1=CNC2=C1C=CC=C2)=O","indoleacetate","indoleacetate","87-51-4,6505-45-9","780","HMDB0000197","C00954","802","Neg"
100001040,209,27447,126071,"Lipid","Monoacylglycerol",2875,"NAMED","WECGLUPZRHILCT-HZJYTTRNSA-N","CCCCC/C=C\C/C=C\CCCCCCCC(OCC(O)CO)=O","1-linoleoylglycerol (18:2)","1-linoleoylglycerol (18:2)","2277-28-3","4446589","HMDB0011568",NA,"5283469","Neg"
100001048,209,33419,125868,"Lipid","Monoacylglycerol",2887,"NAMED","BBNYCLAREVXOSG-UHFFFAOYSA-N","OCC(CO)OC(CCCCCCCCCCCCCCC)=O","2-palmitoylglycerol (16:0)","2-palmitoylglycerol (16:0)","23470-00-0","110006","HMDB0011533",NA,"123409","Neg"
100001051,400,30460,155848,"Amino Acid","Histidine Metabolism",73,"NAMED","BRMWTNUJHUMWMS-LURJTMIESA-N","N[C@H](C(O)=O)CC1=CN(C)C=N1","1-methylhistidine","1-methylhistidine","332-80-9","83153","HMDB0000001","C01152","92105","Pos Early"
100001054,400,32412,155935,"Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",1786,"NAMED","QWYFHHGCZUCMBN-SECBINFHSA-N","CCCC(O[C@H](CC([O-])=O)C[N+](C)(C)C)=O","butyrylcarnitine (C4)","butyrylcarnitine (C4)","25576-40-3","184820","HMDB0002013","C02862","439829","Pos Early"
100001055,400,33441,156017,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",431,"NAMED","LRCNOZRCYBNMEP-VIFPVBQESA-N","CC(C)C(O[C@@H](CC([O-])=O)C[N+](C)(C)C)=O","isobutyrylcarnitine (C4)","isobutyrylcarnitine (C4)","25518-49-4",NA,"HMDB0000736",NA,"168379","Pos Early"
100001062,209,43835,125880,"Lipid","Secondary Bile Acid Metabolism",3552,"NAMED","OEKUSRBIIZNLHZ-YXRVOZSUSA-N","C[C@H](CCC(O)=O)[C@]1([H])CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])CC(CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)=O","3-dehydrocholate","3-dehydrocholate","2304-89-4","140376","HMDB00502",NA,"159655","Neg"
100001063,209,31904,125786,"Lipid","Secondary Bile Acid Metabolism",3557,"NAMED","RHCPKKNRWFXMAT-RRWYKFPJSA-N","[H][C@]1([C@]2(C)[C@](CC1)([H])[C@]3([H])C(C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H]2O)=O)[C@H](C)CCC(O)=O","7-ketodeoxycholate","7-ketodeoxycholate","911-40-0","163659","HMDB0000391",NA,"188292","Neg"
100001066,209,31885,126874,"Lipid","Primary Bile Acid Metabolism",3483,"NAMED","DKPMWHFRUGMUKF-CWNVCPLQSA-N","CC(C1CCC2C3[C@H]([C@H]([C@@]4(C[C@@H](CC[C@@]4(C3CC[C@]12C)C)O)[H])O)O)CCC(O)=O","beta-muricholate","beta-muricholate","2393-59-1","2340919","HMDB0000415","C17726","5283853","Neg"
100001083,400,32405,155932,"Amino Acid","Tryptophan Metabolism",310,"NAMED","GOLXRNDWAUTYKT-UHFFFAOYSA-N","OC(CCC1=CNC2=C1C=CC=C2)=O","indolepropionate","indolepropionate","830-96-6","3613","HMDB0002302",NA,"3744","Pos Early"
100001086,209,31536,125774,"Xenobiotics","Food Component/Plant",4990,"NAMED","KSPQDMRTZZYQLM-UHFFFAOYSA-N","O=C(NCC(O)=O)C1=CC=CO1","N-(2-furoyl)glycine","N-(2-furoyl)glycine","5657-19-2,5657-19-2","20549","HMDB0000439",NA,"21863","Neg"
100001092,400,32401,155930,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",4342,"NAMED","WWNNZCOKKKDOPX-UHFFFAOYSA-N","C[N+]1=CC(C([O-])=O)=CC=C1","trigonelline (N'-methylnicotinate)","trigonelline (N'-methylnicotinate)","535-83-1","5369","HMDB0000875","C01004","5570","Pos Early"
100001102,209,32388,125800,"Lipid","Fatty Acid, Dicarboxylate",1704,"NAMED","TVIDDXQYHWJXFK-UHFFFAOYSA-N","OC(CCCCCCCCCCC(O)=O)=O","dodecanedioate (C12-DC)","dodecanedioate (C12)","693-23-2","12213","HMDB0000623","C02678","12736","Neg"
100001104,209,32390,125802,"Amino Acid","Tyrosine Metabolism",168,"NAMED","CAHKINHBCWCHCF-JTQLQIEISA-N","OC1=CC=C(C[C@@H](C(O)=O)NC(C)=O)C=C1","N-acetyltyrosine","N-acetyltyrosine","537-55-3","61606","HMDB0000866",NA,"68310","Neg"
100001112,209,32457,151499,"Lipid","Fatty Acid, Monohydroxy",2003,"NAMED","MUCMKTPAZLSKTL-UHFFFAOYSA-N","OC(CC(CCCCCCCCC)O)=O","3-hydroxylaurate","3-hydroxylaurate","53941-38-1","85026","HMDB0000387",NA,"94216","Neg"
100001121,209,31555,124697,"Cofactors and Vitamins","Vitamin B6 Metabolism",4472,"NAMED","HXACOUQIXZGNBF-UHFFFAOYSA-N","OC1=C(C(O)=O)C(CO)=CN=C1C","pyridoxate","pyridoxate","82-82-6","6467","HMDB0000017","C00847","6723","Neg"
100001126,400,43829,157051,"Peptide","Gamma-glutamyl Amino Acid",663,"NAMED","AQAKHZVPOOGUCK-XPUUQOCRSA-N","O=C(N[C@H]([C@@](O)=O)C(C)C)CC[C@@H]([C@](O)=O)N","gamma-glutamylvaline","gamma-glutamylvaline","2746-34-1",NA,"HMDB0011172",NA,"7015683","Pos Early"
100001143,305,31936,213875,"Lipid","Fatty Acid, Monohydroxy",1999,"NAMED","ARJZZFJXSNJKGR-UHFFFAOYSA-N","O=C(O)CCCCC(O)CC(O)=O","3-hydroxysuberate","3-hydroxysuberate","73141-47-6","13498677","HMDB0000325",NA,"22328017","Polar"
100001145,209,31943,125798,"Lipid","Fatty Acid, Monohydroxy",2002,"NAMED","OQYZCCKCJQWHIE-UHFFFAOYSA-N","OC(CC(O)CCCCCCC(O)=O)=O","3-hydroxysebacate","3-hydroxysebacate","73141-46-5","2285525","HMDB0000350",NA,"3017884","Neg"
100001148,209,31938,125792,"Lipid","Fatty Acid, Monohydroxy",2013,"NAMED","YDCRNMJQROAWFT-UHFFFAOYSA-N","CC(O)CCCC(O)=O","5-hydroxyhexanoate","5-hydroxyhexanoate","44843-89-2","149280","HMDB0000409,HMDB0000525",NA,"170748","Neg"
100001149,400,31940,155885,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",366,"NAMED","PFWQSHXPNKRLIV-UHFFFAOYSA-N","O=C(O)CNC(/C=C(C)/C)=O","3-methylcrotonylglycine","3-methylcrotonylglycine","33008-07-0","148224","HMDB0000459","C20828","169485","Pos Early"
100001150,209,31932,143851,"Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",1790,"NAMED","WOMAZEJKVZLLFE-UHFFFAOYSA-N","O=C(CC)NCC(O)=O","propionylglycine","propionylglycine (C3)","21709-90-0","89122","HMDB0000783",NA,"98681","Neg"
100001151,209,31850,125782,"Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",1787,"NAMED","WPSSBBPLVMTKRN-UHFFFAOYSA-N","O=C(CNC(CCC)=O)O","butyrylglycine","butyrylglycine (C4)","20208-73-5","79766","HMDB0000808",NA,"88412","Neg"
100001153,305,31934,145806,"Lipid","Fatty Acid, Dicarboxylate",1685,"NAMED","OTTXIFWBPRRYOG-UHFFFAOYSA-N","O=C(O)C(O)CCCC(O)=O","2-hydroxyadipate","2-hydroxyadipate","18294-85-4","167943","HMDB0000321","C02360","193530","Polar"
100001155,209,31928,125790,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",404,"NAMED","HOACIBQKYRHBOW-UHFFFAOYSA-N","O=C(O)CNC(C(C)CC)=O","2-methylbutyrylglycine","2-methylbutyrylglycine (C5)","52320-67-9","168243","HMDB0000339",NA,"193872","Neg"
100001162,400,32452,155955,"Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",1789,"NAMED","UFAHZIUFPNSHSL-UHFFFAOYSA-N","[O-]C(CC(OC(CC)=O)C[N+](C)(C)C)=O","propionylcarnitine (C3)","propionylcarnitine (C3)","17298-37-2","96904","HMDB0000824","C03017","107738","Pos Early"
100001167,400,35127,156146,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",522,"NAMED","ONPXCLZMBSJLSP-ALKRTJFJSA-N","OC([C@H]1N(C([C@H]2NCCC2)=O)CC(O)C1)=O","pro-hydroxy-pro","prolylhydroxyproline","18684-24-7","9847785","HMDB0006695",NA,"11902893","Pos Early"
100001170,209,32397,125810,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",410,"NAMED","ZMZQVAUJTDKQGE-UHFFFAOYSA-N","O=C(O)C(CC)CO","3-hydroxy-2-ethylpropionate","3-hydroxy-2-ethylpropionate","4374-62-3","164207","HMDB0000396",NA,"188979","Neg"
100001178,209,31787,142911,"Lipid","Fatty Acid, Dicarboxylate",1723,"NAMED","WMCQWXZMVIETAO-UHFFFAOYSA-N","CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","86879-39-2","110498","HMDB0061112",NA,"123979","Neg"
100001181,209,32504,125862,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1580,"NAMED","YUFFSWGQGVEMMI-JLNKQSITSA-N","O=C(O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","docosapentaenoate (n3 DPA; 22:5n3)","docosapentaenoate (DPA; 22:5n3)","2234-74-4",NA,"HMDB0006528,HMDB0001976","C16513","6441454","Neg"
100001182,209,32415,125824,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1595,"NAMED","HVGRZDASOHMCSK-AVQMFFATSA-N","CCCCC/C=C/C/C=C/CCCCCCCCCCCC(O)=O","docosadienoate (22:2n6)","docosadienoate (22:2n6)","7370-49-2","4445934","HMDB0061714","C16533","5282807","Neg"
100001193,209,32980,125866,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1593,"NAMED","TWSWSIQAPQLDBP-CGRWFSSPSA-N","O=C(CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)O","adrenate (22:4n6)","adrenate (22:4n6)","2091-25-0","4445971","HMDB0002226","C16527","5282844,5497181","Neg"
100001195,209,32417,125826,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1582,"NAMED","WBBQTNCISCKUMU-IUQGRGSQSA-N","CC/C=C/C/C=C/C/C=C/CCCCCCCCCCCC(O)=O","docosatrienoate (22:3n3)","docosatrienoate (22:3n3)","59708-86-0","4471981","HMDB0002823","C16534","5312556","Neg"
100001197,209,32497,125854,"Lipid","Medium Chain Fatty Acid",1518,"NAMED","FRPZMMHWLSIFAZ-UHFFFAOYSA-N","O=C(CCCCCCCCC=C)O[H]","10-undecenoate (11:1n1)","10-undecenoate (11:1n1)","1333-28-4","10771160","HMDB0033724","C13910","14891","Neg"
100001204,400,43831,157053,"Amino Acid","Histidine Metabolism",92,"NAMED","FHQDWPCFSJMNCT-UHFFFAOYSA-N","CN1C=C(CCN)N=C1","1-methylhistamine","1-methylhistamine","501-75-7","3488","HMDB0000898","C05127","3614","Pos Early"
100001207,400,32349,155910,"Amino Acid","Histidine Metabolism",99,"NAMED","PRJKNHOMHKJCEJ-UHFFFAOYSA-N","O=C(O)CC1=CNC=N1","4-imidazoleacetate","4-imidazoleacetate","645-65-8","86856","HMDB0002024","C02835","96215","Pos Early"
100001208,400,32350,155911,"Amino Acid","Histidine Metabolism",93,"NAMED","ZHCKPJGJQOPTLB-UHFFFAOYSA-N","O=C(O)CC1=CN(C)C=N1","1-methyl-4-imidazoleacetate","1-methyl-4-imidazoleacetate","2625-49-2","68319","HMDB0002820","C05828","75810","Pos Early"
100001211,209,32398,125812,"Lipid","Fatty Acid, Dicarboxylate",1699,"NAMED","CXMXRPHRNRROMY-UHFFFAOYSA-N","OC(CCCCCCCCC(O)=O)=O","sebacate (C10-DC)","sebacate (C10-DC)","111-20-6","5004","HMDB0000792","C08277","5192","Neg"
100001212,305,32446,152164,"Amino Acid","Guanidino and Acetamido Metabolism",572,"NAMED","VVHOUVWJCQOYGG-UHFFFAOYSA-N","N=C(N)NC(C(O)=O)CC(O)=O","guanidinosuccinate","guanidinosuccinate","6133-30-8","88329","HMDB0003157","C03139","439918","Polar"
100001219,209,32453,125842,"Xenobiotics","Food Component/Plant",4893,"NAMED","ZQSIJRDFPHDXIC-UHFFFAOYSA-N","OC1=CC2=C(C(C(C3=CC=C(O)C=C3)=CO2)=O)C=C1","daidzein","daidzein","486-66-8","4445025","HMDB0003312","C10208","5281708","Neg"
100001221,209,32448,125838,"Xenobiotics","Food Component/Plant",4712,"NAMED","TZBJGXHYKVUXJN-UHFFFAOYSA-N","O=C1C(C(O)=C2)=C(C=C2O)OC=C1C(C=C3)=CC=C3O","genistein","genistein","446-72-0","4444448","HMDB0003217","C06563","5280961","Neg"
100001229,209,33969,126890,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1575,"NAMED","JIWBIWFOSCKQMA-LTKCOYKYSA-N","CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O","stearidonate (18:4n3)","stearidonate (18:4n3)","111174-40-4","4471933","HMDB0006547","C16300","5312508","Neg"
100001232,209,33968,126127,"Lipid","Medium Chain Fatty Acid",1522,"NAMED","IJBFSOLHRKELLR-FPLPWBNLSA-N","CCCCCC\C=C/CCCC(O)=O","5-dodecenoate (12:1n7)","5-dodecenoate (12:1n7)","2430-94-6","4471803","HMDB0000529",NA,"5312378","Neg"
100001247,402,33936,158581,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1870,"NAMED","CXTATJFJDMJMIY-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCC)=O)=O","octanoylcarnitine (C8)","octanoylcarnitine (C8)","3671-77-0","110274","HMDB0000791","C02838","123701,11953814","Pos Late"
100001250,209,33983,126892,"Lipid","Primary Bile Acid Metabolism",3486,"NAMED","XSOLDPYUICCHJX-OEYGYFRSSA-N","O=S(CCNC(CC[C@@H](C)[C@@]1([H])CCC2C3[C@@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)C3CC[C@]12C)=O)(O)=O","tauro-beta-muricholate","tauro-beta-muricholate","25696-60-0","147312","HMDB0000932",NA,"121596216,21124703,168408","Neg"
100001251,402,33941,158585,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1878,"NAMED","LZOSYCMHQXPBFU-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCC)=O)=O","decanoylcarnitine (C10)","decanoylcarnitine (C10)","1492-27-9","8420677","HMDB0000651",NA,"10245190","Pos Late"
100001253,305,33943,146952,"Amino Acid","Glutamate Metabolism",50,"NAMED","KSMRODHGGIIXDV-YFKPBYRVSA-N","OC([C@H](CCC(N)=O)NC(C)=O)=O","N-acetylglutamine","N-acetylglutamine","2490-97-3","158492","HMDB0006029","C02716","182230","Polar"
100001254,209,33959,126119,"Amino Acid","Tryptophan Metabolism",260,"NAMED","DZTHIGRZJZPRDV-LBPRGKRZSA-N","O=C(O)[C@@H](NC(C)=O)CC1=CNC2=C1C=CC=C2","N-acetyltryptophan","N-acetyltryptophan","1218-34-4","610602","HMDB0013713","C03137","439917,700653","Neg"
100001256,209,33950,126109,"Amino Acid","Phenylalanine Metabolism",144,"NAMED","CBQJSKKFNMDLON-JTQLQIEISA-N","O=C(O)[C@@H](NC(C)=O)CC1=CC=CC=C1","N-acetylphenylalanine","N-acetylphenylalanine","2018-61-3","67404","HMDB0000512","C03519","74839","Neg"
100001257,305,33942,147568,"Amino Acid","Alanine and Aspartate Metabolism",42,"NAMED","HXFOXFJUNFFYMO-BYPYZUCNSA-N","OC([C@@H](NC(C)=O)CC(N)=O)=O","N-acetylasparagine","N-acetylasparagine","4033-40-3","90090","HMDB0006028",NA,"99715","Polar"
100001258,400,34398,156101,"Peptide","Dipeptide",835,"NAMED","DKEXFJVMVGETOO-LURJTMIESA-N","OC([C@@H](NC(CN)=O)CC(C)C)=O","glycylleucine","glycylleucine","869-19-2","83812","HMDB0000759","C02155","92843","Pos Early"
100001259,209,33944,126880,"Amino Acid","Glutathione Metabolism",582,"NAMED","QTQDDTSVRVWHMO-UHFFFAOYSA-N","O=C(NCC(O)=O)C(CSC)NC(CCC(N)C(O)=O)=O","S-methylglutathione","S-methylglutathione","2922-56-7","2841309",NA,"C11347","115260","Neg"
100001263,402,33955,158599,"Lipid","Lysophospholipid",2618,"NAMED","ASWBNKHCZGQVJV-UHFFFAOYSA-N","O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCCCCCCCCCC)=O","1-palmitoyl-GPC (16:0)","1-palmitoyl-GPC (16:0)","17364-16-8","78064","HMDB0010382","C04102","86554","Pos Late"
100001266,400,33953,156051,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",506,"NAMED","SNEIUMQYRCDYCH-LURJTMIESA-N","O=C(O)[C@@H](NC(C)=O)CCCNC(N)=N","N-acetylarginine","N-acetylarginine","155-84-0","60752","HMDB0004620","C02562","67427","Pos Early"
100001269,402,33997,164179,"Lipid","Sterol",3244,"NAMED","SGNBVLSWZMBQTH-PODYLUTMSA-N","C[C@H](CC[C@@H](C)C(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C","campesterol","campesterol","474-62-4","151215","HMDB0002869","C01789","173183","Pos Late"
100001270,402,33952,158596,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1880,"NAMED","PSHXNVGSVNEJBD-UHFFFAOYSA-N","O=C(CCCCCCCCCCCCC)OC(CC([O-])=O)C[N+](C)(C)C","myristoylcarnitine (C14)","myristoylcarnitine (C14)","18822-89-4","4932274","HMDB0005066",NA,"6426854","Pos Late"
100001271,402,33961,158603,"Lipid","Lysophospholipid",2629,"NAMED","IHNKQIMGVNPMTC-RUZDIDTESA-N","O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O","1-stearoyl-GPC (18:0)","1-stearoyl-GPC (18:0)","19420-57-6","435389","HMDB0010384",NA,"497300","Pos Late"
100001272,402,48258,160285,"Lipid","Lysophospholipid",2631,"NAMED","YAMUFBLWGFFICM-PTGWMXDISA-N","O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O","1-oleoyl-GPC (18:1)","1-oleoyl-GPC (18:1)","19420-56-5","17240641","HMDB0002815","C03916","16081932","Pos Late"
100001274,209,33939,126095,"Amino Acid","Glycine, Serine and Threonine Metabolism",18,"NAMED","PEDXUVCGOLSNLQ-UHFFFAOYSA-N","CC(O)C(C(O)=O)NC(C)=O","N-acetylthreonine","N-acetylthreonine","17093-74-2","3841173","HMDB0062557",NA,"152204","Neg"
100001275,400,33945,156043,"Peptide","Acetylated Peptides",1207,"NAMED","UTYVDVLMYQPLQB-UHFFFAOYSA-N","OC(CNC(CC1=CC=CC=C1)=O)=O","phenylacetylglycine","phenylacetylglycine","500-98-1","61452","HMDB0000821","C05598","68144","Pos Early"
100001276,209,33967,126125,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",392,"NAMED","JDTWZSUNGHMMJM-MSZQBOFLSA-N","CC(N[C@H](C(O)=O)C(C)CC)=O","N-acetylisoleucine","N-acetylisoleucine","3077-46-1","2081100","HMDB0061684",NA,"306109","Neg"
100001277,209,33972,126131,"Lipid","Long Chain Monounsaturated Fatty Acid",1558,"NAMED","BBOWBNGUEWHNQZ-KTKRTIGZSA-N","O=C(O)CCCCCCCC/C=C\CCCCCCCC","10-nonadecenoate (19:1n9)","10-nonadecenoate (19:1n9)","73033-09-7","4471938","HMDB0013622",NA,"5312513","Neg"
100001278,209,33971,126129,"Lipid","Long Chain Monounsaturated Fatty Acid",1549,"NAMED","GDTXICBNEOEPAZ-FPLPWBNLSA-N","O=C(O)CCCCCCCC/C=C\CCCCCC","10-heptadecenoate (17:1n7)","10-heptadecenoate (17:1n7)","29743-97-3","4471860","HMDB0060038",NA,"5312435","Neg"
100001279,209,34093,126896,"Lipid","Secondary Bile Acid Metabolism",3545,"NAMED","DKPMWHFRUGMUKF-OAEKOJLISA-N","C[C@]12CC[C@@H](O)C[C@@]1([H])[C@@H](O)[C@@H](O)C3C2CC[C@@]4(C)C3CCC4C(CCC(O)=O)C","hyocholate","hyocholate","547-75-1","21403098","HMDB0000760","C17649","92805","Neg"
100001293,209,33946,126105,"Amino Acid","Histidine Metabolism",75,"NAMED","KBOJOGQFRVVWBH-ZETCQYMHSA-N","OC([C@@H](NC(C)=O)CC1=CNC=N1)=O","N-acetylhistidine","N-acetylhistidine","39145-52-3","68142","HMDB0032055","C02997","75619","Neg"
100001294,400,33949,156047,"Peptide","Gamma-glutamyl Amino Acid",652,"NAMED","ACIJGUBIMXQCMF-BYPYZUCNSA-N","O=C(O)[C@@H](N)CCC(NCC(O)=O)=O","gamma-glutamylglycine","gamma-glutamylglycine","1948-29-4","145071","HMDB0011667",NA,"100099","Pos Early"
